wave,flux,err,fit
852.543,-0.0884823,0.542828,-547.6012839921490
852.718,-0.0885094,0.541471,-545.7866011879938
852.893,0.0551695,0.647647,-543.9691120880069
853.069,-0.0889778,0.538441,-542.1499224869538
853.244,-0.0885547,0.537118,-540.3282711380531
853.419,-0.231741,0.428284,-538.5042715664422
853.594,-0.0896410,0.532294,-536.6782636457023
853.769,-0.0892164,0.530999,-534.8493361951040
853.944,-0.0886976,0.529713,-533.0185471597607
854.119,-0.229891,0.423123,-531.1851518599494
854.294,-0.0894784,0.526282,-529.3502925869591
854.469,0.469471,0.772969,-527.5123294145013
854.644,0.469614,0.771720,-525.6723514836291
854.820,0.329897,0.666054,-523.8299904425819
854.995,-0.228444,0.416881,-521.9855873949679
855.170,-0.0900697,0.519168,-520.1386178155165
855.345,0.460796,0.761498,-518.2894266053565
855.520,0.461457,0.760295,-516.4378850028984
855.695,0.324459,0.655595,-514.5842634132432
855.870,-0.0886350,0.512887,-512.7283788630657
856.045,0.184129,0.681549,-510.8698746662869
856.220,0.184456,0.680381,-509.0095022624068
856.395,0.183586,0.677353,-507.1463146507342
856.571,-0.0881785,0.506365,-505.2812858809838
856.746,0.315668,0.679029,-503.4137660370424
856.921,0.448870,0.744553,-501.5440698836914
857.096,0.454841,0.719092,-499.6717235100340
857.271,0.543239,0.743449,-497.7976151165578
857.446,0.554879,0.741000,-495.9211017025795
857.621,0.562913,0.764164,-494.0419392602248
857.796,0.349923,0.728219,-492.1607319043914
857.971,0.0845978,0.561598,-490.2772586501483
858.146,0.218492,0.658033,-488.3913566058256
858.322,0.0897521,0.589792,-486.5035137394145
858.497,0.225105,0.685848,-484.6128308781299
858.672,0.226985,0.684158,-482.7201524206523
858.847,0.356374,0.747654,-480.8252071583627
859.022,0.225587,0.649495,-478.9279063499141
859.197,0.0951162,0.551589,-477.0282809965609
859.372,-0.165143,0.388699,-475.1262304090827
859.547,0.0927984,0.548223,-473.2221667480129
859.723,0.0930833,0.547216,-471.3156223726431
859.898,0.0934199,0.546218,-469.4065662015057
860.073,-0.0363283,0.480396,-467.4955014574086
860.248,-0.0361868,0.479412,-465.5819252715220
860.423,0.0912694,0.573513,-463.6664114100088
860.598,-0.0361146,0.476838,-461.7482649719875
860.773,-0.0358559,0.475876,-459.8279641012173
860.948,-0.0366868,0.474492,-457.9052081758526
861.123,-0.0365985,0.473544,-455.9802792505243
861.299,0.0589036,0.526824,-454.0529930759674
861.474,0.110814,0.516627,-452.1233788509726
861.649,0.288727,0.600809,-450.1915580651747
861.824,0.370965,0.630552,-448.2575070368996
861.999,0.369993,0.629084,-446.3207211627738
862.174,0.275763,0.581279,-444.3820886623253
862.349,0.181507,0.533853,-442.4410129463787
862.524,-0.00529481,0.417298,-440.4976054826039
862.699,-0.00621098,0.415919,-438.5516755069834
862.875,-0.00688511,0.414311,-436.6038730480417
863.050,-0.00657157,0.413654,-434.6533445794445
863.225,0.0849894,0.458397,-432.7007528378628
863.400,0.359612,0.551390,-430.7457986976004
863.575,0.360055,0.550748,-428.7883635991808
863.750,0.176926,0.436241,-426.8287756531473
863.925,-0.188978,0.273653,-424.8669339834697
864.100,-0.00722998,0.385659,-422.9026656306116
864.276,0.264547,0.502079,-420.9360974251628
864.451,0.445254,0.613803,-418.9673074737699
864.626,0.444205,0.612673,-416.9960922646073
864.801,0.262674,0.562172,-415.0226269272273
864.976,0.0797682,0.457381,-413.0467636650550
865.151,-0.108967,0.374508,-411.0685674626449
865.326,-0.0881031,0.425361,-409.0882563863798
865.501,0.0246707,0.535166,-407.1054089830689
865.677,0.143079,0.622225,-405.1202230109346
