wave,flux,err,fit_all,fit_stell
1293.55,0.901694,0.548598,0.8641562045165262,7.373567168595798
1293.72,0.718953,0.457434,0.8597871886286917,7.334621437570647
1293.90,0.811257,0.457815,0.8479497914701641,7.231996665111524
1294.08,0.537437,0.458194,0.8571652192466584,7.308930825980468
1294.25,0.630135,0.550132,0.8662558130102248,7.384769306547085
1294.43,0.906228,0.642380,0.7493652622501854,6.386836339894472
1294.61,0.906709,0.642804,0.6562789740942854,5.592194114614287
1294.78,0.815103,0.551267,0.7746694844110998,6.599508598916003
1294.96,1.09310,0.551841,0.8588357790060419,7.314872135566659
1295.14,1.09424,0.552222,0.8323680374907275,7.087833748005337
1295.32,1.46344,0.644550,0.8213029990858151,6.992028128836537
1295.49,1.00470,0.552916,0.8434978994332899,7.179351608766495
1295.67,1.00614,0.553299,0.8546003791220556,7.272202898149629
1295.85,0.730872,0.553682,0.8523232264910211,7.251182919307368
1296.02,0.732005,0.554065,0.8174464760416149,6.952893087976570
1296.20,0.732431,0.554448,0.7538389343103544,6.410419054696291
1296.38,1.28773,0.647359,0.7400492927471488,6.291731669206385
1296.56,1.56599,0.740336,0.7579712984903976,6.442642758399181
1296.73,1.65886,0.740719,0.7887355033284408,6.702618214445287
1296.91,1.10440,0.648575,0.8238478719783352,6.999417823545059
1297.09,0.920175,0.556368,0.8508830377363186,7.227475373595439
1297.26,0.827445,0.556754,0.8762359607185143,7.441142638554766
1297.44,0.827435,0.557140,0.8431990443875685,7.158968719962388
1297.62,0.456290,0.464556,0.8072718570808437,6.852390243243505
1297.79,0.786934,0.481935,0.8440086158472300,7.162606167499717
1297.97,0.632163,0.324535,0.8763482588948981,7.435376275143355
1298.15,0.819126,0.480354,0.8771346314298123,7.440367689524365
1298.33,0.209710,0.526252,0.8749628579858217,7.420272342871030
1298.50,0.709357,0.746973,0.8642467341470064,7.327740185412054
1298.68,1.33432,0.872148,0.8182657728813878,6.936312875430247
1298.86,1.70892,0.872667,0.7029757803140161,5.957674844430386
1299.03,1.45961,0.873186,0.6887161449170185,5.835509575953211
1299.21,1.08579,0.749045,0.8160641333966826,6.912973634397588
1299.39,0.960536,0.624569,0.8729732840616335,7.393393508494569
1299.56,0.835714,0.500006,0.8726172995995620,7.388715534524565
1299.74,0.586686,0.500526,0.8724209641728276,7.385387871510801
1299.92,0.587409,0.500795,0.8723177900950116,7.382852714700334
1300.10,0.541791,0.478179,0.8633518266439510,7.305325076269682
1300.27,1.19933,0.509728,0.8507915310653656,7.197425052299380
1300.45,1.32446,0.572511,0.8328200784767623,7.043809636350971
1300.63,1.30783,0.564130,0.8138635042155504,6.881930087096428
1300.80,0.744586,0.470552,0.7990831155536675,6.755431069102023
1300.98,0.556462,0.376720,0.7849581132094317,6.634527913521318
1301.16,0.650171,0.471203,0.8250635280297546,6.971935540137224
1301.34,0.461347,0.471595,0.8615717008165074,7.278801684776184
1301.51,0.460389,0.471791,0.8594289112685842,7.259068723949156
1301.69,0.403433,0.396659,0.8605531960746072,7.266933989460668
1301.87,0.245862,0.235213,0.8732217325687125,7.372256882363274
1302.04,0.561818,0.393337,0.8795156896691820,7.423730094222293
1302.22,0.460967,0.307430,0.8709433639261658,7.349724184996475
1302.40,0.840251,0.533063,0.8666761963069993,7.312072404288060
1302.57,0.587598,0.407050,0.8694338090109925,7.333695176803971
1302.75,0.967020,0.632779,0.8702745362866446,7.339142542784614
1302.93,0.714349,0.506622,0.8688571352429786,7.325548264987702
