wave,flux,err,fit_all,fit_stell
1510.19,4.04874,4.00395,0.7365758055742978,4.751113096522797
1510.37,4.11482,4.05939,0.7375595777088066,4.756682415794987
1510.55,4.12470,4.06840,0.7373334569421924,4.754449423986383
1510.73,6.09897,5.94471,0.7366426001074230,4.749219604347875
1510.90,2.21690,2.14671,0.7202766505838409,4.642949921100939
1511.08,4.21414,4.03747,0.6894122465485085,4.443271413669343
1511.26,2.26630,2.18564,0.6736050365798493,4.340686455095952
1511.43,0.291589,6.09664,0.6900767082076427,4.446104863829405
1511.61,4.34783,8.13552,0.7056224655744010,4.545524779660358
1511.79,2.33320,12.0647,0.7139692546765081,4.598545566973918
1511.96,6.36924,10.0924,0.7223245137503871,4.651602932207428
1512.15,0.350456,6.19538,0.7155212117450286,4.607010946438493
1512.33,2.37861,2.27921,0.7076071890993361,4.555314028218096
1512.50,-1.70056,4.36746,0.6946080829822782,4.470902664253078
1512.68,-1.70990,4.35895,0.6793689740736196,4.372104168688100
1512.86,0.354678,6.31336,0.6813121380144710,4.383896851990336
1513.03,6.58562,6.37227,0.7011228777664520,4.510635658727391
1513.21,10.7947,10.4538,0.7110255559347284,4.573601716084635
1513.39,8.73789,8.50718,0.6962846435316709,4.478054900223253
1513.56,4.56459,4.45905,0.6842201943015411,4.399748925585843
1513.74,-1.76785,4.51909,0.7014637927262966,4.509897532934531
1513.92,-3.91507,8.66442,0.7187126005796800,4.620046083440847
1514.10,-1.76198,10.6844,0.7250808048570574,4.660226591159137
1514.27,2.54128,8.58664,0.7299858919398238,4.690990544557323
1514.45,4.69124,4.44433,0.7322603823876329,4.704843154396087
1514.63,0.352875,6.65467,0.7329594634677224,4.708540356940418
1514.81,-1.83200,4.60721,0.7325786794766693,4.705331140695137
1514.99,-1.86430,4.57763,0.7309604562246783,4.694174283386687
1515.17,0.291809,0.321269,0.7253965946841576,4.657689442026847
1515.34,-1.94128,4.65182,0.7084736193809261,4.548292512273065
1515.52,-4.17261,9.00994,0.6915452904108645,4.438895374083554
1515.70,-6.40389,13.3916,0.7024353553080478,4.508066688400863
1515.87,-4.16450,9.06727,0.7133791260800131,4.577560106836724
1516.05,0.356161,6.86734,0.7122614605499574,4.569649061908180
1516.23,2.61943,2.51550,0.7080352299603625,4.541799507003390
1516.40,2.63611,2.53124,0.6939109046846925,4.450476867644085
1516.58,0.373464,0.398260,0.6729524066023336,4.315359549741274
1516.76,0.369382,0.394691,0.6702175199689463,4.297125571979041
1516.94,-1.95101,4.89629,0.6960785357918119,4.462213718110672
1517.11,-1.93737,4.90928,0.7191432005467298,4.609325306206927
1517.30,-1.70308,5.13814,0.7235641878904345,4.636879114150375
1517.47,-1.69868,3.63347,0.7278076140811858,4.663320586322033
1517.65,-0.887435,4.43823,0.7176247614004220,4.597331682336954
1517.83,-0.289725,5.03403,0.7069654720818657,4.528314623352554
1518.01,-0.313277,5.07905,0.7123778824600757,4.562246905144107
1518.18,-0.287685,5.10462,0.7227431485370256,4.627879964125317
1518.36,-0.253735,5.13855,0.7220383338755723,4.622621403277186
1518.54,-0.272326,5.18397,0.7105072739546001,4.548063406799987
1518.71,-3.48295,7.44601,0.6930864716860643,4.435834884575847
1518.89,-6.70830,9.71033,0.6620584530511427,4.236568148686029
1519.07,-3.43548,7.53071,0.6380814484809731,4.082479939784101
1519.24,-3.42603,7.57724,0.6786739530139039,4.341493417415172
1519.42,-3.42730,7.62350,0.7192518169366534,4.600328503619636
1519.60,-3.40111,7.64968,0.7280232148615399,4.655680676259273
1519.78,-0.107802,5.43319,0.7308477104852537,4.672958367496999
1519.96,-0.142654,5.48037,0.7319076229723100,4.678981361270953
1520.14,-0.146732,5.47635,0.7321879043505405,4.680020228705665
1520.31,-0.151167,5.47197,0.7155801131837131,4.573129147508645
1520.49,-0.197421,5.52009,0.6804132658777831,4.347685404414868
1520.67,-0.191181,5.52637,0.6598479816826425,4.215600260331264
1520.85,-0.172829,5.54473,0.6921521428051761,4.421271995402041
1521.02,10.1173,9.03502,0.7240152302829216,4.624060453795341
1521.20,9.18075,8.10714,0.7218793340054325,4.609678125424409
1521.38,8.23771,7.17256,0.7197410968221999,4.595285945961109
1521.55,-2.21141,5.53193,0.7233243193769984,4.617420662620088
1521.73,-2.19592,5.54662,0.7287771066622613,4.651482587075954
1521.91,0.463974,8.04783,0.7310919485100934,4.665507267837157
1522.09,8.41426,8.12365,0.7308309637029967,4.663061587683398
1522.27,8.41553,8.12511,0.7305822971039607,4.660726942917780
1522.45,3.06887,10.8480,0.7303372938558438,4.658416293849371
1522.62,-2.26516,5.67530,0.7301120239335788,4.656232114083476
1522.80,-4.98722,10.9380,0.7300199195304841,4.654897631722616
1522.98,-2.29716,5.71786,0.7299275918504031,4.653562034275982
1523.15,5.91256,11.0446,0.7253346080902291,4.623539169027065
1523.33,8.60943,5.75948,0.7203851806710637,4.591253480175528
1523.51,11.3626,8.37317,0.7201888185943276,4.589265439588267
1523.69,3.14276,3.03792,0.7223672261726353,4.602410623251579
1523.86,3.13406,3.03047,0.7201049773429213,4.587262712570137
1524.04,3.16348,3.07043,0.7113611059995778,4.530834713569977
1524.22,5.97570,5.74956,0.7042191174061689,4.484627586570227
1524.39,3.15293,11.2811,0.7033085281836237,4.478111754365223
1524.58,6.04191,14.1649,0.7018135418483968,4.467847635265372
1524.75,0.379086,17.0628,0.6885203596560258,4.382520168779276
1524.93,0.363970,17.1455,0.6752229094957432,4.297192723485743
1525.11,-8.18408,17.2290,0.6669515256568200,4.243873239772114
1525.29,-8.20973,17.3116,0.6600684356415712,4.199404223183079
1525.46,-8.25040,17.3947,0.6676142080168588,4.246731585999672
1525.64,0.493154,17.4781,0.6855547637682409,4.360156609457778
1525.82,0.444872,17.5633,0.6975888521061985,4.435984802737707
1525.99,0.389795,17.6488,0.6971400607488386,4.432421820801540
1526.17,-5.47819,11.9456,0.6971908246755892,4.432037243257650
1526.35,-5.52473,12.0320,0.7047927491164332,4.479647115024353
1526.53,-5.56361,12.1189,0.7123970012427761,4.527257041776316
1526.70,-5.52227,12.1576,0.7059954139514734,4.485858684821046
1526.89,0.541388,9.21721,0.6969181536937709,4.427446024657257
1527.06,0.546075,9.30531,0.6927984960738955,4.400572535083246
1527.24,0.564513,9.32308,0.6912466161495978,4.390015116526417
1527.42,-2.46182,6.49612,0.6825770861931888,4.334264355516009
1527.59,-2.48747,6.58552,0.6647560775175374,4.220431085298889
1527.77,-2.47338,6.59925,0.6529642030224619,4.144905363020348
1527.95,-2.45634,6.61577,0.6688667562177943,4.245175092148274
1528.13,0.632555,0.659899,0.6847741740465987,4.345444729103226
1528.30,3.77630,3.58832,0.6826252868744533,4.331118190567089
1528.48,0.612747,9.69911,0.6788753170203693,4.306639735606311
