wave,flux,err,fit
861.333,2.55761,5.01946,-185.9265432452613
861.517,-0.311067,0.0347325,-216.7330158609150
861.700,0.828567,0.0346024,-244.8720732700730
861.884,0.255911,1.44669,-269.1035866858874
862.067,0.257255,0.734462,-288.7371898671817
862.251,0.258587,0.734317,-303.6538248880664
862.435,-0.304359,0.734168,-314.2106728649381
862.618,-0.303049,0.707349,-321.0782999132400
862.802,0.240743,0.707183,-325.0606917202020
862.985,0.242031,0.707012,-326.9451525481534
863.169,0.243309,0.706838,-327.4058685254277
863.353,0.244576,0.706664,-326.9622005252906
863.536,0.245833,0.706487,-325.9795044201924
863.720,-0.295413,0.706310,-324.6950088384897
863.903,-0.294177,0.0326585,-323.2511110715635
864.087,-0.292951,0.0324948,-321.7276219767249
864.271,-0.291735,0.0323388,-320.1658998824675
864.454,-0.290529,0.0321876,-318.5867583077791
864.638,-0.289333,0.0320412,-316.9993644795956
864.821,-0.288147,0.0318986,-315.4061825009989
865.005,-0.286971,0.0317594,-313.8113244420588
865.189,-0.285805,0.0316217,-312.2148648746314
865.372,-0.284647,0.0314825,-310.6166109973917
865.556,-0.283500,0.240106,-309.0167656309519
865.739,-0.284252,0.412285,-307.4151147574759
865.923,-0.285453,0.714526,-305.8117019502832
866.107,-0.0405575,0.884895,-304.2068029547084
866.290,-0.0417119,1.05437,-302.6001305078311
866.474,-0.0428435,1.22296,-300.9917682450753
866.657,-0.0420619,1.39068,-299.3816337282887
866.841,-0.0408189,1.34875,-297.7699871201252
867.025,-0.285659,1.34241,-296.1564115984409
867.208,-0.284436,1.20516,-294.5413646111663
867.392,-0.283224,1.19892,-292.9245108740466
867.575,-0.282021,1.02715,-291.3059219888387
867.759,-0.281833,0.856059,-289.6856194671087
867.943,-0.282638,0.685856,-288.0637285838362
868.126,-0.283424,0.516535,-286.4401159078300
868.310,-0.284190,0.348086,-284.8148931389515
868.493,-0.284936,0.180712,-283.1878574376494
868.677,-0.283681,0.296659,-281.5591425401356
868.861,-0.0527953,0.456414,-279.9287978428515
869.044,-0.0496187,0.615588,-278.2966131422301
869.228,-0.0463599,0.894033,-276.6628196788662
869.411,0.181117,1.05163,-275.0274338666023
869.595,0.183021,1.20846,-273.3901281013596
869.779,-0.0437688,1.36430,-271.7514488186465
869.962,-0.0428369,1.23692,-270.1109128450693
870.146,-0.0420635,1.23141,-268.4685889151392
870.329,-0.265495,1.22595,-266.8246077137259
870.513,-0.264291,1.21535,-265.1789666754482
870.697,-0.0465050,1.32423,-263.5317735423627
870.880,0.170310,1.31890,-261.8826641203851
871.064,0.171458,1.31361,-260.2320204363569
871.247,0.172482,1.30837,-258.5796105813885
871.431,0.173466,1.41522,-256.9255001661547
871.615,0.169688,1.41006,-255.2696844517158
871.798,-0.0450586,1.29006,-253.6121431242708
871.982,-0.0442091,1.17073,-251.9530215896578
872.165,-0.0433098,1.16569,-250.2920345253497
872.349,-0.0425026,1.27045,-248.6295042853058
872.533,-0.0467152,1.26549,-246.9651663064542
872.716,-0.0459206,1.25744,-245.2991675305449
872.900,0.159708,1.25256,-243.6313784256364
873.083,0.160491,1.24772,-241.9619941632607
873.267,0.161269,1.24292,-240.2910220491268
873.451,-0.0447815,1.34526,-238.6182004326134
873.635,0.157059,1.23079,-236.9437395141764
873.818,-0.0467512,1.38162,-235.2674951981655
874.002,0.193426,1.12994,-233.5897171595096
874.185,0.195161,1.47537,-231.9101516611970
874.369,0.591707,1.33393,-230.2289075308232
874.552,0.392206,1.67621,-228.5459793713418
874.736,0.785188,1.42896,-226.8613901731887
874.920,0.547784,1.28946,-225.1750188678260
875.103,0.548710,0.994428,-223.4868990722679
875.287,0.154426,1.12815,-221.7971604816065
875.471,0.154734,0.773743,-220.1057907287195
875.654,-0.236541,0.906285,-218.4124996365871
875.838,-0.236523,0.555166,-216.7176867178276
876.022,-0.236159,0.686552,-215.0211850471430
876.205,-0.235365,0.817363,-213.3228724716275
876.389,-0.234189,0.948248,-211.6228546175706
876.572,-0.233046,1.04359,-209.9212039502672
876.756,-0.0457373,1.03946,-208.2177810909650
876.940,-0.0450384,1.03536,-206.5127673684823
877.123,-0.0443457,1.12966,-204.8059096641547
877.307,0.140215,1.12562,-203.0974765320991
877.490,0.140774,1.12162,-201.3872547657692
877.674,-0.0450922,1.21386,-199.6754885918185
877.858,0.136794,1.20626,-197.9617821496279
878.041,0.317882,1.20235,-196.2464607995933
878.225,0.134284,1.19847,-194.5295020165899
878.409,0.134534,1.09626,-192.8107939134669
878.592,0.134833,1.09244,-191.0903953214798
878.776,-0.0462803,1.08865,-189.3681580253457
878.959,-0.226723,1.08260,-187.6444379831631
879.143,-0.0500952,0.983036,-185.9188983571175
879.327,-0.0495233,0.979332,-184.1916059223153
879.510,-0.0488133,0.975657,-182.4626280188711
879.694,-0.0481782,1.06447,-180.7320855866964
879.878,0.125999,1.15294,-178.9997461255793
880.061,0.123222,1.14935,-177.2656455176382
880.245,0.123865,1.14317,-175.5298789175358
880.429,0.295964,1.23065,-173.7924789594388
880.612,0.467415,1.22714,-172.0532228514896
880.796,0.294660,1.22366,-170.3124804750389
880.979,0.122673,1.12774,-168.5698169017060
881.163,0.123428,1.03222,-166.8256850572338
881.347,-0.0473304,1.02882,-165.0796386493025
881.530,-0.217379,1.02322,-163.3320319655884
881.714,-0.0501123,1.01767,-161.5826146817402
881.898,0.116359,1.01434,-159.8315220142936
882.081,0.116798,0.896339,-158.0786649708651
882.265,0.116432,0.778807,-156.3242307276538
882.448,0.116337,0.833910,-154.5679673212466
882.632,-0.0509120,0.830701,-152.8101399133441
882.816,-0.218074,0.738414,-151.0504985595605
882.999,-0.219196,0.682279,-149.2891446132362
883.183,-0.0976997,0.640835,-147.5261266298356
883.367,-0.0973612,0.714263,-145.7614486244362
883.550,-0.0963315,0.787412,-143.9950488198264
883.734,-0.0946990,0.688117,-142.2268933950603
883.918,-0.0931847,0.647325,-140.4570628557459
884.101,-0.213500,0.606697,-138.6855779609918
884.285,-0.213014,0.530395,-136.9122492926481
884.469,-0.212666,0.584000,-135.1373214112435
884.652,-0.107932,0.582019,-133.3606606809445
884.836,-0.107425,0.580052,-131.5822466282830
885.019,-0.106918,0.578099,-129.8021541754544
885.203,-0.106284,0.576161,-128.0203295316854
885.387,-0.105511,0.665359,-126.2368024120293
885.570,-0.00397811,0.663450,-124.4515870465506
885.754,-0.00317885,0.605953,-122.6646496202970
885.938,-0.00227473,0.604071,-120.8759907294762
886.121,-0.00139940,0.602204,-119.0856434707212
886.305,-0.000767449,0.600351,-117.2935526113718
886.489,-0.205551,0.598511,-115.4997515032888
886.672,-0.205266,0.505564,-113.7043341198106
886.856,-0.205129,0.503752,-111.9071495524602
887.040,-0.204959,0.554532,-110.1082435057928
887.223,-0.105544,0.605193,-108.3076642600418
887.407,-0.00625894,0.603420,-106.5053514777008
887.591,-0.00601149,0.688961,-104.7013024164312
887.774,0.190761,0.687215,-102.8956151633845
887.958,0.190945,0.685481,-101.0882032976852
888.141,0.0920930,0.770181,-99.27908233110880
888.325,0.188098,0.767463,-97.46820392898684
888.509,0.285538,0.799242,-95.65569443148173
888.693,0.282706,0.797558,-93.84145143024021
888.876,0.283271,0.708586,-92.02541264240732
889.060,0.283706,0.757838,-90.20774572546922
889.243,0.185390,0.756191,-88.38835067155298
889.427,0.0890258,0.718884,-86.56722134449099
889.611,-0.00873021,0.753561,-84.74438414144446
889.794,0.275444,0.666027,-82.91985238021748
889.978,0.275682,0.664427,-81.09358866766526
890.162,0.180155,0.662839,-79.26561060739637
890.345,0.180336,0.610350,-77.43591593352913
890.529,0.0857718,0.608784,-75.60456951380309
890.713,-0.197544,0.556481,-73.77141556201295
890.896,-0.196896,0.549046,-71.93660327760011
891.080,-0.0767584,0.580419,-70.10007269643118
891.264,-0.0752390,0.611697,-68.26179168810825
891.447,-0.0737488,0.642881,-66.42184220192101
891.631,-0.0725210,0.673971,-64.58015817074568
891.815,-0.0715042,0.704968,-62.73679087175181
891.998,-0.190152,0.735873,-60.89168338091273
892.182,-0.190520,0.652430,-59.04485814968956
892.366,-0.191616,0.665760,-57.19636643795261
892.549,-0.102338,0.631517,-55.34614244222575
892.733,-0.102993,0.597391,-53.49418269051197
892.917,-0.103485,0.563379,-51.64057738804155
893.100,-0.103903,0.608626,-49.78519428259719
893.284,0.0743604,0.574841,-47.92813549132178
893.468,-0.0155875,0.620574,-46.06936358035067
893.651,0.0730564,0.649809,-44.20885399897442
893.835,0.249930,0.695185,-42.34663103263333
894.019,0.338443,0.693821,-40.48269278148690
894.202,0.160898,0.770195,-38.61701062940114
894.386,0.336293,0.689706,-36.74962442381045
894.569,0.248491,0.765660,-34.88050341352078
894.753,0.246194,0.763314,-33.00969716429010
894.937,0.245373,0.760634,-31.13715907172788
895.120,0.418532,0.712579,-29.26290143370854
895.304,0.244009,0.757155,-27.38694323568584
895.488,0.330132,0.678140,-25.50927169196046
895.672,0.156721,0.676862,-23.62987913418730
895.855,0.0703614,0.598303,-21.74878245509700
896.039,-0.101922,0.596329,-19.86595710272832
896.223,-0.0165483,0.518135,-17.98142412288667
896.406,-0.101938,0.516893,-16.09518616122196
896.590,-0.101609,0.514314,-14.20722380773181
896.774,-0.0171454,0.513089,-12.31755297343253
896.957,-0.0168708,0.556211,-10.42616684520065
897.141,-0.0178132,0.555004,-8.533071995629140
897.325,-0.0176000,0.552597,-6.638259461796897
897.508,0.0658531,0.628155,-4.741827156682350
897.692,0.230694,0.626974,-2.843903509450812
897.876,0.230892,0.581273,-0.9448107687184456
898.059,0.147400,0.622559,0.9547606503666701
898.243,0.334435,0.562416,2.853431583069374
898.427,0.253256,0.579432,4.748600740053644
898.610,0.0679100,0.552255,6.635603335972266
898.794,0.131187,0.517817,8.506607043906799
898.978,0.215391,0.572601,10.34931934423110
899.161,0.123121,0.600367,12.14572447840820
899.345,0.125888,0.585611,13.87126627738401
899.529,0.0673279,0.627887,15.49501132799373
899.712,0.00884383,0.637282,16.98131563702109
899.896,-0.0705205,0.634376,18.29325056458300
900.080,-0.160922,0.632538,19.39772187365526
900.263,-0.0823426,0.646570,20.27127287603189
900.447,0.0756555,0.659077,20.90544991286378
900.631,0.153947,0.702755,21.31015916152364
900.815,0.390360,0.743005,21.51408193402540
900.998,0.547725,0.713304,21.56128775134814
901.182,0.468173,0.738042,21.50463162970433
901.365,0.387840,0.694325,21.39744858849069
901.549,0.308734,0.622289,21.28517607149339
901.733,0.0714158,0.578819,21.19838203121448
901.917,-0.0861689,0.545543,21.14856525528279
902.100,-0.00810612,0.491667,21.12655259690990
902.284,-0.0290153,0.530546,21.10334283484427
902.468,0.144752,0.473676,21.03281351271237
902.651,0.144331,0.458950,20.85618666197615
902.835,0.143784,0.475003,20.50830957657008
903.019,0.123252,0.491062,19.92617533999406
903.202,0.122840,0.435183,19.05925010613528
903.386,-0.0512435,0.433765,17.88040504632043
903.570,0.00603447,0.379372,16.39503969288371
903.753,0.00615915,0.429235,14.64564432499919
903.937,0.0624373,0.428539,12.70941357969890
904.121,0.00489966,0.427357,10.68866478645768
904.305,0.0615175,0.395967,8.695575195872358
904.488,0.00429365,0.395285,6.834967445400083
904.672,0.00422031,0.394167,5.189280235649619
904.856,-0.0535530,0.464559,3.809128414851204
905.039,0.171025,0.413327,2.711090497540975
905.223,0.114446,0.462264,1.882071704038797
905.406,0.226363,0.460937,1.287984278971501
905.590,0.282370,0.509653,0.8838988942924109
905.774,0.337750,0.509004,0.6230955962213606
905.958,0.113465,0.527715,0.4634961817633196
906.141,0.224485,0.505188,0.3710559318300128
906.325,0.223398,0.547594,0.3205735571497609
906.509,0.232822,0.575634,0.2947835243671634
906.692,0.266423,0.623582,0.2826594313770727
906.876,0.410942,0.625595,0.2776150221369796
907.060,0.371277,0.637989,0.2759610055381336
907.243,0.258909,0.639976,0.2757721820042249
907.427,0.264724,0.603147,0.2760699305370561
907.611,0.117886,0.563026,0.2764172998203147
907.795,-0.0271474,0.513041,0.2766533480816646
907.978,-0.0440127,0.502586,0.2767339739096208
908.162,0.174054,0.449991,0.2766624915410787
908.346,0.103298,0.504390,0.2764724950900117
908.529,0.320726,0.499573,0.2761955181937478
908.713,0.428810,0.514429,0.2758650042426844
908.897,0.428315,0.559658,0.2755284148176291
