wave,flux,err,fit_all,fit_stell
1067.25,1.04314,0.287600,0.9228739947688146,2.630637657760961
1067.43,1.01773,0.287780,0.9105231022157251,2.595050504957599
1067.62,0.809078,0.235618,0.9001128432223482,2.565003867796269
1067.81,0.679113,0.209642,0.8932649401903148,2.545116527190041
1067.99,0.627432,0.209828,0.8921915557947816,2.541685197694087
1068.18,0.942983,0.262478,0.8960281229874105,2.552240855849558
1068.36,1.12772,0.288952,0.8962604801670435,2.552528661519054
1068.55,1.41774,0.315447,0.8824611998078400,2.512860411104650
1068.73,1.23460,0.289369,0.8552532216430002,2.435042579182253
1068.91,0.998633,0.263269,0.8304240992355879,2.364003948027465
1069.10,0.788926,0.237149,0.8244652209487110,2.346696935080939
1069.28,0.763392,0.237343,0.8376629233283023,2.383913096149001
1069.47,0.763906,0.237530,0.8574629206405068,2.439905374120242
1069.65,0.764513,0.237718,0.8735994835286461,2.485458475174581
1069.84,0.870777,0.264353,0.8826811088935247,2.510929294300785
1070.02,1.03019,0.291016,0.8814440523107859,2.507043743537757
1070.21,1.05745,0.317700,0.8678794492164214,2.468102642670055
1070.40,1.05809,0.317951,0.8505377661181499,2.418432503060462
1070.58,1.03217,0.318194,0.8453492918789788,2.403328665089793
1070.77,1.03280,0.318447,0.8598707830800537,2.444256991605741
1070.94,0.980470,0.292121,0.8844187793254222,2.513685089840564
1071.13,1.14091,0.292373,0.9048580923497898,2.571402942314764
1071.31,1.30150,0.292618,0.9152245264972518,2.600482672034027
1071.50,1.35576,0.319449,0.9172231901623443,2.605782056345553
1071.69,1.11727,0.293040,0.9129812553756459,2.593353217663336
1071.87,0.958440,0.293302,0.9043052522629187,2.568334661859153
1072.06,0.772263,0.266850,0.8955347535254177,2.543055560034557
1072.24,0.665994,0.267040,0.8909165245754691,2.529572709684105
1072.43,0.720272,0.267294,0.8909823273727643,2.529391691452901
1072.61,0.854485,0.267485,0.8937627203950781,2.536916227951355
1072.80,0.962014,0.267676,0.8977260051591325,2.547795637221466
1072.98,0.748387,0.241112,0.9018501287792564,2.559143766051405
1073.16,0.856439,0.268136,0.9046419091024005,2.566692900752379
1073.35,0.803351,0.268328,0.9049391810793904,2.567163564124471
1073.53,0.884331,0.268519,0.9033185558607189,2.562194635941151
1073.72,0.723866,0.241878,0.9010599253381106,2.555417424540693
1073.90,0.885954,0.268987,0.8990635499264502,2.549385499679494
1074.09,0.967335,0.296125,0.8986430730941911,2.547824092475401
1074.28,1.04883,0.323278,0.9020604238250304,2.557142205269154
1074.46,0.968593,0.296553,0.9098162907053252,2.578754527259414
1074.65,0.910486,0.286519,0.9178660000014032,2.601193856957001
1074.83,0.667352,0.251385,0.9207761795881058,2.609063556574292
1075.02,0.742048,0.279588,0.9176015492629052,2.599691853867668
1075.20,0.739249,0.291094,0.9134110902319935,2.587461353644584
1075.38,1.03073,0.327708,0.9139771215025213,2.588693366629613
1075.57,1.14096,0.364437,0.9199342699830023,2.605259590876874
1075.75,1.32399,0.401205,0.9264283144253502,2.624185018729659
1075.94,1.32470,0.401466,0.9271632111808907,2.632915727208313
1076.12,1.10633,0.365258,0.9156178272999872,2.631159476464161
1076.31,0.960957,0.329011,0.8867509213545368,2.626689840545868
1076.49,0.888694,0.329272,0.8529479277437148,2.625291215866099
1076.68,0.816133,0.292891,0.8457867375622045,2.626702386639862
1076.86,0.706975,0.256483,0.8731784648965156,2.627456336030641
1077.05,0.634350,0.256745,0.9052422420986180,2.624963739878714
