-16133.3,0.538208
-16113.2,0.486851
-16093.1,0.486062
-16073.0,0.206733
-16052.9,0.361346
-16032.8,0.273280
-16012.7,0.300987
-15992.6,0.402913
-15972.5,0.485837
-15952.4,0.448303
-15932.3,0.501328
-15912.2,0.357865
-15892.1,0.350700
-15872.0,0.470527
-15851.9,0.471637
-15831.8,0.561091
-15811.6,0.502983
-15791.5,0.755303
-15771.4,0.836857
-15751.3,0.429842
-15731.2,0.642295
-15711.1,0.438935
-15691.0,0.663148
-15670.9,0.522534
-15650.8,0.610669
-15630.7,0.660468
-15610.6,0.508809
-15590.5,0.718177
-15570.4,0.514321
-15550.3,0.429636
-15530.2,0.440910
-15510.1,0.381305
-15490.0,0.491556
-15469.9,0.429601
-15449.8,0.647959
-15429.6,0.487073
-15409.5,0.653184
-15389.5,0.540261
-15369.4,0.675868
-15349.2,0.538438
-15329.1,0.630595
-15309.0,0.609974
-15288.9,0.479695
-15268.8,0.427979
-15248.7,0.577386
-15228.6,0.787799
-15208.5,0.788381
-15188.4,0.879454
-15168.3,0.780122
-15148.2,0.660089
-15128.1,0.797070
-15108.0,0.603595
-15087.9,0.680027
-15067.8,0.680626
-15047.6,0.598837
-15027.6,0.711949
-15007.5,0.632534
-14987.4,0.733605
-14967.3,0.842878
-14947.1,0.615065
-14927.0,0.808042
-14907.0,0.612990
-14886.8,0.895477
-14866.7,0.758297
-14846.6,0.654063
-14826.5,0.422501
-14806.4,0.622609
-14786.3,1.03713
-14766.2,1.04824
-14746.1,0.783882
-14726.0,0.751591
-14705.9,0.779644
-14685.8,0.687509
-14665.7,0.697492
-14645.6,0.758860
-14625.5,0.753110
-14605.4,0.660568
-14585.3,0.428035
-14565.2,0.865784
-14545.1,0.762483
-14524.9,0.888720
-14504.9,0.903347
-14484.7,0.876722
-14464.6,0.917121
-14444.5,0.899406
-14424.4,0.995538
-14404.3,0.895375
-14384.2,0.804142
-14364.1,0.833282
-14344.0,0.687543
-14323.9,0.871171
-14303.8,0.718451
-14283.7,0.869259
-14263.6,0.804786
-14243.5,0.852377
-14223.4,0.811081
-14203.3,0.985398
-14183.2,0.831167
-14163.1,0.613400
-14142.9,0.436839
-14122.9,0.351940
-14102.7,0.604465
-14082.7,0.560450
-14062.5,0.387979
-14042.4,0.574053
-14022.3,0.583537
-14002.2,0.510368
-13982.1,0.378631
-13962.0,0.609635
-13941.9,0.955847
-13921.8,0.701607
-13901.7,0.941083
-13881.6,0.853699
-13861.5,0.986963
-13841.4,0.961159
-13821.3,1.01859
-13801.2,1.02123
-13781.1,0.940428
-13761.0,0.753390
-13740.8,0.822936
-13720.8,0.894791
-13700.7,0.733003
-13680.6,0.716586
-13660.4,0.944199
-13640.3,0.756870
-13620.3,0.670159
-13600.1,0.847866
-13580.0,0.749532
-13559.9,0.829452
-13539.8,1.04218
-13519.8,0.970607
-13499.6,0.995803
-13479.5,1.02401
-13459.4,1.16427
-13439.3,1.15619
-13419.2,0.725583
-13399.1,0.639258
-13379.0,0.756720
-13358.9,0.821645
-13338.8,0.575317
-13318.7,0.375047
-13298.6,0.488297
-13278.4,0.216159
-13258.4,0.214222
-13238.3,0.171601
-13218.2,0.265459
-13198.0,0.274930
-13177.9,0.482502
-13157.8,0.542034
-13137.8,0.666711
-13117.6,0.822882
-13097.5,0.706376
-13077.4,0.797359
-13057.3,0.790049
-13037.2,1.07030
-13017.1,0.854441
-12997.0,0.842493
-12976.9,0.928750
-12956.8,0.841765
-12936.7,1.05580
-12916.6,1.14963
-12896.5,0.989043
-12876.4,0.935891
-12856.2,0.979940
