wave,flux,err,fit
881.417,0.513984,0.276326,-44.77761525643638
881.594,0.437625,0.269250,-44.23284986944454
881.770,0.314365,0.215872,-43.68807002271333
881.947,0.399719,0.573925,-43.14329184809713
882.123,0.292960,0.521030,-42.59851522831341
882.300,0.218866,0.476277,-42.05374096171222
882.476,0.395188,0.840582,-41.50895003907648
882.652,0.395066,0.840581,-40.96416476903562
882.829,0.153939,0.421281,-40.41938697290458
883.005,0.392975,0.837124,-39.87459184291173
883.182,0.631708,1.25237,-39.32980812519487
883.358,0.391619,0.834805,-38.78501047413263
883.535,0.391554,0.834801,-38.24022669552470
883.711,0.391471,0.834798,-37.69543102396671
883.888,0.627286,0.950629,-37.15063849189668
884.064,0.388657,0.535374,-36.60585097989225
884.240,0.388823,0.535367,-36.06106828755273
884.417,0.625562,0.946501,-35.51627684403785
884.593,1.33419,1.48693,-34.97149200083578
884.770,0.859723,0.955242,-34.42669328874502
884.946,0.860008,0.955236,-33.88190467766410
885.123,1.09534,1.36412,-33.33710811610943
885.299,0.858896,0.952978,-32.79231605942907
885.475,0.619738,0.937624,-32.24751589428702
885.652,0.853758,1.34511,-31.70272243449837
885.828,1.08729,1.75225,-31.15791482091298
886.005,0.851772,1.34337,-30.61311219400110
886.181,1.31814,1.86619,-30.06830684073274
886.358,0.848758,1.34110,-29.52350139795491
886.534,0.614446,0.933620,-28.97869031041309
886.711,0.380518,0.526478,-28.43388017571418
886.887,0.380549,0.526474,-27.88906724718749
887.063,-0.0859318,0.00364748,-27.34425993096526
887.240,-0.0859036,0.00364290,-26.79944580277430
887.416,-0.0858649,0.00363812,-26.25463341082804
887.593,0.145082,0.405849,-25.70981906753186
887.769,0.375591,0.807724,-25.16500759131388
887.946,0.605702,1.20915,-24.62018597872689
888.122,1.06557,1.72526,-24.07537212336177
888.299,1.75471,2.25218,-23.53054971163085
888.475,1.75321,2.24993,-22.98573387101507
888.651,2.21030,2.37376,-22.44091186374793
888.828,1.97993,1.97233,-21.89609214961967
889.004,1.74860,1.85482,-21.35127032297486
889.181,1.28764,1.72607,-20.80644704051560
889.357,1.05809,1.32609,-20.26162523531327
889.534,0.370402,0.800380,-19.71679743978008
889.710,0.598216,1.19710,-19.17196913132176
889.887,0.369680,0.798490,-18.62713994463861
890.063,0.368625,0.796027,-18.08230809824524
890.240,0.368921,0.796019,-17.53748014282681
890.416,0.369104,0.796013,-16.99264890020818
890.592,0.141537,0.399285,-16.44781223473615
890.769,0.141451,0.399285,-15.90297152459769
890.945,-0.0858049,0.00355506,-15.35813681662906
891.122,0.590867,0.520971,-14.81329790648940
891.298,0.590787,0.520972,-14.26845425742575
891.475,1.26614,1.03723,-13.72360954702544
891.651,1.49110,1.42924,-13.17876081799887
891.828,1.49117,1.42924,-12.63391301898457
892.004,1.26316,1.41528,-12.08906902096564
892.180,1.71153,1.91819,-11.54422353164529
892.357,1.03597,1.40194,-10.99937569797486
892.533,0.810859,1.00993,-10.45452927746480
892.710,1.48095,1.52278,-9.909686290289178
892.886,1.47820,1.52064,-9.364835396936087
893.063,1.47537,1.51863,-8.819988151787179
893.239,3.48005,2.36209,-8.275139191671773
893.416,7.70837,3.43385,-7.730290722727272
893.592,12.8185,4.21090,-7.185443060975819
893.769,23.4774,5.44457,-6.640591755247517
893.945,41.2263,7.12036,-6.095743623620382
894.122,60.7233,8.56509,-5.550892572900501
894.298,79.3044,9.88776,-5.006040210843463
894.474,102.506,11.2127,-4.461190615819404
894.651,122.786,12.2019,-3.916333610589113
894.827,142.130,13.0757,-3.371476890971876
895.004,170.705,14.1105,-2.826620694830484
895.180,202.995,15.2002,-2.281756480503802
895.357,236.327,16.2888,-1.736891267285717
895.533,279.956,17.6262,-1.192023892135020
895.710,322.859,18.7797,-0.6471516934543062
895.886,363.469,19.9184,-0.1022803902908642
896.063,408.408,21.1183,0.4425895667252955
896.239,445.384,22.0792,0.9874595438432314
896.416,478.768,22.8891,1.532328571589672
896.592,521.945,23.8851,2.077197384489136
896.768,551.925,24.5586,2.622065404565626
896.945,586.864,25.3034,3.166934532118604
897.121,615.886,25.9299,3.711805513462223
897.298,638.088,26.3939,4.256679132684225
897.474,660.425,26.8320,4.801550504132742
897.651,682.760,27.2751,5.346392019259622
897.827,696.755,27.5375,5.891154156836161
898.004,723.807,28.0563,6.435729886330835
898.180,743.450,28.4315,6.979898228141286
898.357,756.074,28.6580,7.523214661220206
898.533,762.419,28.7686,8.064862855546302
898.710,768.521,28.8721,8.603415227548185
898.886,777.194,29.0199,9.136545663634854
899.063,778.533,29.0337,9.660702392296436
899.239,771.416,28.8891,10.17081095091652
899.416,774.277,28.9319,10.66015688030819
899.592,757.918,28.6069,11.12054837592623
899.768,731.625,28.0979,11.54288270306647
899.945,718.114,27.8262,11.91812811851123
900.121,691.489,27.2891,12.23865146601081
900.298,663.810,26.7319,12.49965226053143
900.474,631.693,26.0479,12.70034435209796
900.651,599.179,25.3526,12.84454099322404
900.827,560.897,24.5267,12.94050969510198
901.004,523.553,23.6747,12.99993712229720
901.180,476.169,22.5654,13.03614983447016
901.357,440.237,21.6690,13.06202411439579
901.533,397.490,20.5718,13.08792220837431
901.710,354.154,19.4186,13.11987871066239
901.886,313.244,18.2421,13.15833014227279
902.063,276.886,17.2361,13.19737870834945
902.239,239.938,16.1887,13.22445106795901
902.416,203.897,15.0533,13.22033648913865
902.592,171.312,13.9902,13.15971053555912
902.769,143.469,12.9277,13.01248442288194
902.945,115.664,11.6384,12.74643312240263
903.122,90.4547,10.2457,12.33134184279586
903.298,68.8998,8.85426,11.74447505063479
903.475,48.8549,7.46562,10.97643214773868
903.651,31.1749,5.96825,10.03598287328348
903.828,19.4652,4.89237,8.952168817378286
904.004,11.5935,3.92883,7.772593220111537
904.180,7.12847,3.27480,6.557644974982868
904.357,3.72834,2.72747,5.371823291857097
904.533,2.87836,2.50153,4.274123964178925
904.710,1.60528,1.80760,3.309855140520557
904.886,1.18045,1.69007,2.505696113134728
905.063,0.756517,1.21510,1.868841979583224
905.239,0.543981,1.10833,1.389785896326796
905.416,0.754283,1.21295,1.047470252626345
905.592,0.754133,1.21295,0.8151376897353404
905.769,0.964187,1.31750,0.6654651525697836
905.945,1.17485,1.68466,0.5741289198035906
906.122,0.963786,1.31670,0.5216090481859944
906.298,0.541793,0.843452,0.4935185190953825
906.475,0.541838,0.843450,0.4799935043236801
