wave,flux,err,fit
876.400,0.379752,0.718626,-519.6306212601287
876.574,0.492237,0.647602,-515.4614847651385
876.749,0.605724,0.612523,-511.2922967256205
876.923,0.492492,0.699494,-507.1233222699440
877.097,0.491580,0.701761,-502.9542408271765
877.272,0.716334,0.733112,-498.7851610952517
877.446,1.05296,0.766040,-494.6158682883851
877.620,0.939455,0.834635,-490.4468429359436
877.795,1.05043,0.746820,-486.2777101870864
877.969,0.601175,0.778033,-482.1086317356861
878.144,0.824226,0.741270,-477.9393400867054
878.318,0.599321,0.740408,-473.7702087374770
878.492,0.822372,0.703880,-469.6010261262114
878.667,0.597861,0.821923,-465.4318419711329
878.841,0.819712,0.785677,-461.2626065039552
879.015,0.818834,0.819698,-457.0933708139736
879.190,1.03988,0.785725,-452.9241895379163
879.364,0.705243,0.751817,-448.7548489809074
879.538,0.593663,0.719166,-444.5855882811476
879.713,0.481442,0.721757,-440.4163277364212
879.887,0.702117,0.686347,-436.2470678870132
880.062,0.812064,0.722173,-432.0777023615876
880.236,0.810942,0.789123,-427.9083906046508
880.410,0.919877,0.787862,-423.7390794078439
880.585,1.02888,0.783324,-419.5696626490881
880.759,0.917539,0.819045,-415.4003521279976
880.933,1.02558,0.851479,-411.2310169863908
881.108,1.24365,0.852760,-407.0616550166567
881.282,1.57142,0.916442,-402.8922671044479
881.456,1.67903,0.984639,-398.7229329153238
881.631,1.89599,0.946997,-394.5535196822983
881.805,1.56676,0.909309,-390.3841878241870
881.980,1.12847,0.940268,-386.2146959068181
882.154,1.12623,0.939169,-382.0453646793097
882.328,1.56095,1.03672,-377.8759006423003
882.503,3.19118,1.17049,-373.7064109003209
882.677,3.94875,1.36918,-369.5370556920265
882.852,5.68293,1.59776,-365.3675412098307
883.026,8.27941,2.05462,-361.1980801761829
883.200,17.3727,2.57321,-357.0287809120965
883.375,30.5654,3.22114,-352.8592426407420
883.549,45.9002,3.86662,-348.6897574728404
883.723,60.5532,4.65413,-344.5204078748820
883.898,84.0225,5.22035,-340.3509246489423
884.072,103.685,5.83542,-336.1815495055770
884.246,132.463,6.42834,-332.0120681955834
884.421,153.214,7.28154,-327.8425608136743
884.595,182.158,8.15581,-323.6730809742231
884.770,204.602,9.34542,-319.5035223614559
884.944,246.474,10.3943,-315.3340435884880
885.118,285.772,11.5650,-311.1645665774235
885.293,334.691,12.4653,-306.9950103034649
885.467,363.443,13.4549,-302.8253750216365
885.641,421.804,14.2076,-298.6558734860171
885.816,471.739,14.9038,-294.4863460749478
885.990,518.257,15.4066,-290.3167129454351
886.165,529.634,16.0808,-286.1470806208138
886.339,557.587,16.3783,-281.9774487416693
886.513,581.047,16.7510,-277.8078176687564
886.688,623.459,17.0946,-273.6381347866337
886.862,638.213,17.5252,-269.4685326298717
887.036,667.288,17.8088,-265.2989049742750
887.211,686.910,18.1916,-261.1291985101887
887.385,718.121,18.4966,-256.9595466477202
887.560,748.964,17.9831,-252.7899227377209
887.734,749.513,17.4528,-248.6202730800814
887.908,752.208,16.8557,-244.4506782550522
888.083,745.640,16.8626,-240.2810041287160
888.257,756.852,16.6911,-236.1113044686246
888.432,743.581,17.2309,-231.9417115510581
888.606,712.999,17.7323,-227.7719072430040
888.780,689.508,18.2224,-223.6021571432733
888.955,678.528,18.0374,-219.4324473827486
889.129,683.513,17.9751,-215.2626859430060
889.303,687.385,17.9016,-211.0928848709645
889.478,674.583,17.6713,-206.9230586085788
889.652,646.701,17.3135,-202.7532464305235
889.827,600.458,16.8353,-198.5834629464698
890.001,557.746,15.8127,-194.4136134064799
890.175,537.118,14.7602,-190.2438319471254
890.350,509.541,13.7709,-186.0739582420927
890.524,487.706,12.7484,-181.9041529048032
890.699,438.690,11.6907,-177.7343085542943
890.873,394.139,11.0180,-173.5644793633488
891.047,342.867,10.4317,-169.3945975440138
891.222,303.545,9.68703,-165.2247707801392
891.396,261.481,8.99742,-161.0548919051893
891.571,224.573,8.33538,-156.8850682923472
891.745,185.630,7.68581,-152.7151791083300
891.919,158.177,6.96506,-148.5453044924350
892.094,130.140,6.37160,-144.3754446344480
892.268,106.704,5.76196,-140.2055460088227
892.443,85.4786,5.12757,-136.0356492443240
892.617,65.0110,4.55264,-131.8657136309931
892.791,48.1894,4.00232,-127.6958459802593
892.966,33.8735,3.35505,-123.5258996810610
893.140,23.8215,2.79941,-119.3559283458924
893.315,14.6054,2.36321,-115.1859987295326
893.489,8.70603,1.83327,-111.0160439651248
893.663,5.60443,1.45844,-106.8460842708956
893.838,3.43424,1.30066,-102.6761188619817
894.012,2.09102,1.11326,-98.50615550842623
894.187,2.09052,0.957174,-94.33616060602458
894.361,1.88343,0.956624,-90.16616696194872
894.535,1.47008,0.925268,-85.99617541836035
894.710,1.46893,0.832887,-81.82616490970202
894.884,1.26256,0.830596,-77.65612277117988
895.059,1.15928,0.829982,-73.48608923786418
895.233,1.15879,0.795425,-69.31603739034844
895.407,1.05603,0.795256,-65.14600109194900
895.582,1.15822,0.824034,-60.97594594023648
895.756,1.05528,0.794455,-56.80590660977490
895.931,1.15766,0.794448,-52.63585539246896
896.105,1.15697,0.797140,-48.46582057784895
896.279,1.05380,0.765741,-44.29576689320727
896.454,1.05270,0.765214,-40.12570149654885
896.628,0.948942,0.761703,-35.95559776153947
896.803,0.845732,0.759512,-31.78548632226418
896.977,0.946904,0.725613,-27.61533259391659
897.151,0.639573,0.786367,-23.44516613756740
897.326,1.14868,0.722891,-19.27497431023273
897.500,0.841686,0.754849,-15.10479711082170
897.675,1.14706,0.645951,-10.93483789214756
897.849,0.432922,0.708231,-6.765438314682166
898.023,0.738181,0.708484,-2.597387647498309
898.198,1.14474,0.663012,1.567643172747740
898.372,1.14481,0.568703,5.726338359091443
898.547,0.956276,0.568051,9.872545513116274
898.721,0.471959,0.446636,13.99531096997376
898.896,0.675607,0.304975,18.07645804614570
899.070,0.786721,0.298224,22.08772658681332
899.244,0.744451,0.277570,25.98808095500449
899.419,0.849112,0.277615,29.72206140265428
899.593,0.869545,0.286763,33.22046293072060
899.768,0.826520,0.276092,36.40422312342133
899.942,0.712613,0.293806,39.19230544308589
900.116,0.756961,0.304005,41.51288142272401
900.291,0.856738,0.300637,43.31632509927827
900.465,0.931448,0.293056,44.58672084933055
900.640,0.706131,0.308030,45.34915711608176
900.814,0.730657,0.300366,45.66990634639333
900.988,0.780226,0.303672,45.64928476500629
901.163,0.879021,0.329567,45.40721242570857
901.337,0.840032,0.349570,45.06505560997295
901.512,0.683855,0.362337,44.72774244343148
901.686,0.717621,0.354636,44.46954309386279
901.860,0.606275,0.343316,44.32527286119821
902.035,0.662159,0.316860,44.28784759708005
902.209,0.578865,0.296916,44.31043376022002
902.384,0.553832,0.276366,44.31145949160765
902.558,0.603487,0.284037,44.18147665733377
902.733,0.727740,0.284087,43.79195840536693
902.907,0.792372,0.287520,43.00733727880368
903.081,0.871995,0.291601,41.70144488286287
903.256,0.772797,0.294581,39.77806380325208
903.430,0.841428,0.284277,37.19274983090941
903.605,0.799470,0.288670,33.97047431161905
903.779,0.791182,0.300438,30.21315347437758
903.953,0.772048,0.308915,26.09258191771200
904.128,0.679630,0.301759,21.82840799784121
904.302,0.594952,0.310221,17.65543763443867
904.477,0.531980,0.321037,13.78801071072115
904.651,0.657425,0.310944,10.39012313605320
904.826,0.688649,0.320136,7.557921152291565
905.000,0.719883,0.338623,5.317203373455649
905.174,0.656850,0.328405,3.633955143414747
905.349,0.593980,0.328176,2.433104558612539
905.523,0.625155,0.328525,1.619504195172564
905.698,0.562279,0.328673,1.096146601037699
905.872,0.750351,0.319737,0.7767594739067619
906.047,0.687523,0.338668,0.5921786179958946
906.221,0.750191,0.338179,0.4915527768132700
906.395,0.718785,0.338102,0.4402368463076743
906.570,0.687331,0.307971,0.4161834051791107
906.744,0.570962,0.292730,0.4062727505186321
906.919,0.475371,0.262537,0.4031581561702025
907.093,0.401101,0.238444,0.4029604791987388
907.268,0.421892,0.223615,0.4037055385965522
907.442,0.421993,0.241897,0.4044959097947158
907.617,0.608622,0.242185,0.4050039979173986
907.791,0.650031,0.254708,0.4051533203340461
907.965,0.732797,0.261014,0.4049695749643836
908.140,0.649746,0.267289,0.4045444995820388
908.314,0.691057,0.267351,0.4039461363908901
908.489,0.753042,0.267398,0.4032150481177738
908.663,0.732129,0.273649,0.4023788027860914
908.837,0.814881,0.261508,0.4014694750070847
909.012,0.649084,0.261539,0.4005444065661529
909.186,0.690419,0.255228,0.3997018924103011
909.361,0.586694,0.261000,0.3991214686181813
909.535,0.669363,0.254976,0.3990938653087882
909.710,0.710630,0.260996,0.4000682085556376
909.884,0.669150,0.248564,0.4027134769281993
910.059,0.565644,0.248781,0.4079881687075568
910.233,0.544978,0.248970,0.4172019243921331
910.407,0.607114,0.248680,0.4320173116205283
910.582,0.731283,0.254661,0.4543473409252162
910.756,0.689748,0.260928,0.4861025632588894
910.931,0.627501,0.248487,0.5288030997662917
911.105,0.523821,0.254566,0.5831191965581262
911.280,0.606502,0.254398,0.6484528339312916
911.454,0.647817,0.260773,0.7227100442319840
911.629,0.813437,0.254723,0.8023679195595719
911.803,0.647848,0.273341,0.8828930150656005
911.977,0.751366,0.267122,0.9594321353937413
912.152,0.668537,0.260891,1.027611906290883
912.326,0.689261,0.260892,1.084235955197868
912.501,0.668567,0.266852,1.127717189641562
912.675,0.627195,0.260361,1.158149929445695
912.850,0.689355,0.254474,1.177048299597697
913.024,0.585931,0.260889,1.186859028513698
913.198,0.648159,0.242251,1.190402688652945
913.373,0.544620,0.235957,1.190371269498007
913.547,0.461698,0.229972,1.188969691857961
913.722,0.399415,0.229831,1.187719914608271
913.896,0.461438,0.236049,1.187406923380262
914.071,0.668503,0.242088,1.188125359816928
914.245,0.647830,0.254464,1.189399126100596
914.420,0.689224,0.254572,1.190361827693212
914.594,0.564857,0.242157,1.189991580804512
914.769,0.481820,0.223671,1.187385097247698
914.943,0.398839,0.224097,1.182025144897582
915.117,0.398785,0.218293,1.173975350114422
915.292,0.523025,0.212192,1.163932952557748
915.466,0.522977,0.230812,1.153104919320240
915.641,0.564403,0.236847,1.142941420159478
915.815,0.543728,0.236859,1.134790563636321
915.990,0.606030,0.236818,1.129577943483433
916.164,0.564790,0.242892,1.127590547691770
916.339,0.564916,0.236894,1.128429049039172
