-3569.44,0.00000
-3566.89,0.00000
-3564.34,0.00000
-3561.76,0.785747
-3559.21,1.19305
-3556.62,0.378437
-3554.07,0.786524
-3551.49,1.60036
-3548.92,0.378435
-3546.38,0.378435
-3543.79,1.59879
-3541.24,1.59878
-3538.69,0.784175
-3536.11,0.376872
-3533.56,1.19147
-3530.98,2.81990
-3528.39,0.784170
-3525.84,1.19147
-3523.30,1.59955
-3520.75,1.59876
-3518.16,2.00762
-3515.58,0.785724
-3513.03,2.00761
-3510.45,0.785722
-3507.90,1.60265
-3505.33,0.788060
-3502.78,1.19535
-3500.20,0.380764
-3497.62,0.788056
-3495.07,0.788055
-3492.52,0.790395
-3489.93,0.383103
-3487.39,0.384663
-3484.80,1.60653
-3482.25,0.00000
-3479.70,1.60652
-3477.12,0.384660
-3474.57,0.00000
-3472.01,0.384659
-3469.40,0.789603
-3466.85,0.383097
-3464.29,0.383097
-3461.74,0.00000
-3459.19,1.19688
-3456.61,2.41872
-3454.02,2.01144
-3451.44,0.383093
-3448.89,2.01455
-3446.34,0.791932
-3443.79,1.19921
-3441.21,0.384651
-3438.66,1.19686
-3436.08,0.00000
-3433.53,0.383089
-3430.94,1.19686
-3428.40,1.19686
-3425.83,1.60413
-3423.24,1.19685
-3420.70,0.383086
-3418.11,0.383085
-3415.56,0.383085
-3413.02,0.382304
-3410.43,2.01216
-3407.85,1.60645
-3405.30,0.791911
-3402.75,1.19918
-3400.20,0.384641
-3397.62,0.384641
-3395.03,0.791906
-3392.48,1.19917
-3389.90,1.19917
-3387.35,1.19995
-3384.79,0.00000
-3382.24,1.60408
-3379.65,0.793459
-3377.07,1.20072
-3374.52,0.386976
-3371.97,0.00000
-3369.39,1.20071
-3366.84,0.00000
-3364.25,0.386973
-3361.71,0.386973
-3359.16,0.793449
-3356.57,1.65243
-3354.02,1.60796
-3351.44,2.24224
-3348.86,2.26954
-3346.31,0.432999
-3343.74,0.00000
-3341.19,0.940893
-3338.64,1.43396
-3336.06,1.97150
-3333.48,0.00000
-3330.89,0.504771
-3328.34,1.62197
-3325.80,1.62431
-3323.25,1.62509
-3320.66,0.00000
-3318.08,1.68438
-3315.53,1.13514
-3312.98,0.564058
-3310.40,1.15620
-3307.85,0.567957
-3305.28,1.12577
-3302.70,1.16634
-3300.15,0.572635
-3297.57,0.00000
-3295.02,2.31316
-3292.47,1.09689
-3289.88,0.00000
-3287.30,0.00000
-3284.75,1.56888
-3282.20,2.09470
-3279.65,1.00795
-3277.07,0.500853
-3274.49,2.56199
-3271.90,1.00716
-3269.35,1.01652
-3266.81,0.496169
-3264.24,0.506310
-3261.69,1.02744
-3259.11,0.525032
-3256.52,1.05162
-3253.97,1.07112
-3251.39,1.58991
-3248.84,3.15953
-3246.29,0.498503
-3243.71,2.07202
-3241.16,0.00000
-3238.58,2.05173
-3236.03,0.470415
-3233.48,0.474315
-3230.89,0.474314
-3228.31,0.447790
-3225.76,0.854231
-3223.20,0.445448
-3220.65,0.789479
-3218.06,2.01036
-3215.51,0.382256
-3212.93,0.00000
-3210.35,0.791814
-3207.80,0.384595
-3205.21,0.384594
-3202.70,0.791810
-3200.12,0.791809
-3197.53,1.60546
-3194.98,1.19824
-3192.43,1.19824
-3189.85,0.384590
-3187.30,1.19902
-3184.72,0.384589
-3182.17,0.793360
-3179.60,0.793359
-3177.02,0.793358
-3174.47,2.01576
-3171.89,0.793355
-3169.34,0.793354
-3166.75,1.20056
-3164.17,0.793351
-3161.66,0.791790
-3159.11,1.60542
-3156.52,0.791787
