wave,flux,err,fit
781.908,-0.135405,0.406303,-1471.896771055576
782.075,0.671078,0.903945,-1717.710618819355
782.241,0.505131,0.706135,-1943.447922914261
782.408,0.506016,0.702985,-2139.361613385526
782.575,0.423225,0.657461,-2299.975048501287
782.741,0.184329,0.550984,-2424.257874823952
782.908,-0.0526913,0.445327,-2514.899600088577
783.074,-0.0518524,0.442342,-2577.038393860756
783.241,-0.0510244,0.439396,-2616.867657530892
783.408,-0.127659,0.378731,-2640.468584139509
783.574,0.0211226,0.468213,-2653.056161601120
783.741,0.0219185,0.465383,-2658.649766206049
783.907,0.0227043,0.462589,-2660.078029168573
784.074,0.0958353,0.514068,-2659.178304586706
784.241,0.0966007,0.511347,-2657.054984535419
784.407,-0.0506188,0.416309,-2654.323026949549
784.574,0.0917000,0.501488,-2651.309729734581
784.741,0.0924362,0.498870,-2648.168883010186
784.907,0.0208074,0.442050,-2644.976628038487
785.074,0.0908018,0.490916,-2641.750891247682
785.240,0.229083,0.573866,-2638.523591970584
785.407,0.156512,0.534302,-2635.293647262883
785.574,0.157202,0.531848,-2632.061207638263
785.740,0.225236,0.579531,-2628.826756232586
785.907,0.157079,0.509018,-2625.591137064035
786.073,0.0542744,0.412673,-2622.353082148565
786.240,0.0204992,0.351162,-2619.112324485910
786.407,0.153075,0.374243,-2615.870188338061
786.573,0.119776,0.313608,-2612.625105445809
786.740,0.185473,0.336044,-2609.378680856662
786.907,0.249173,0.351897,-2606.129483650064
787.073,0.376240,0.383594,-2602.879668079710
787.240,0.277453,0.348122,-2599.625377245441
787.407,0.339909,0.363694,-2596.371024632381
787.573,0.369638,0.363026,-2593.114699387385
787.740,0.348605,0.372961,-2589.854622827813
787.906,0.252254,0.391297,-2586.593677684002
788.073,0.467289,0.505947,-2583.330550726555
788.240,0.557061,0.573327,-2580.064478804842
788.406,0.585719,0.637265,-2576.797665359745
788.573,0.602174,0.654748,-2573.527187479580
788.739,0.659672,0.629961,-2570.256051773959
788.906,0.413934,0.489633,-2566.982737581727
789.073,0.348837,0.431686,-2563.706984123377
789.239,0.315356,0.363093,-2560.428123770762
789.406,0.312584,0.328844,-2557.148896907116
789.573,0.251388,0.311165,-2553.866193296152
789.739,0.338275,0.347594,-2550.582352454929
789.906,0.335167,0.345019,-2547.295620766701
790.073,0.333038,0.343113,-2544.007512243277
790.239,0.302695,0.339748,-2540.717658337471
790.406,0.414050,0.366593,-2537.424435896988
790.572,0.439980,0.377885,-2534.129973243705
790.739,0.437166,0.375628,-2530.833572652250
790.906,0.545745,0.401211,-2527.535216335295
791.072,0.544529,0.399253,-2524.234555856266
791.239,0.430894,0.368779,-2520.931667426933
791.406,0.373886,0.352197,-2517.626399753353
791.572,0.290112,0.322299,-2514.319468045540
791.739,0.150757,0.291626,-2511.010660517205
791.905,0.176397,0.291321,-2507.699338258656
792.072,0.175231,0.289521,-2504.385786600985
792.239,0.147627,0.274831,-2501.070287033097
792.405,0.147190,0.273485,-2497.753698349974
792.572,0.172169,0.273095,-2494.433809491840
792.739,0.118241,0.257144,-2491.112687644199
792.905,0.117029,0.255560,-2487.788981777803
793.072,0.193744,0.280530,-2484.463117671877
793.239,0.218925,0.292293,-2481.135879143199
793.405,0.242619,0.302840,-2477.805628238447
793.572,0.406491,0.363896,-2474.473789783905
793.738,0.404880,0.393834,-2471.139368537091
793.905,0.452056,0.437822,-2467.804001100953
794.072,0.500415,0.492307,-2464.465839169737
794.238,0.497593,0.533331,-2461.125515741713
794.405,0.406532,0.537870,-2457.783467921420
794.572,0.356601,0.498921,-2454.439765479102
794.738,0.305118,0.451389,-2451.092909639867
794.905,0.254977,0.393907,-2447.744828248557
795.072,0.205155,0.336669,-2444.394236513017
795.238,0.155655,0.279666,-2441.041628148614
795.405,0.180634,0.272316,-2437.688224268200
795.571,0.178571,0.270777,-2434.330188034241
795.738,0.296377,0.294384,-2430.972323014752
795.905,0.389984,0.317449,-2427.611391218066
796.072,0.412591,0.317480,-2424.248745237737
796.238,0.388900,0.322492,-2420.884083574473
796.405,0.293829,0.302932,-2417.516761020067
796.571,0.128052,0.271122,-2414.148094671805
796.738,0.00970692,0.234000,-2410.776890390306
796.905,0.0312153,0.243506,-2407.404130241510
797.071,0.122779,0.259970,-2404.028862843295
797.238,0.168435,0.264567,-2400.651948912372
797.405,0.168587,0.263516,-2397.272648037964
797.571,0.168244,0.262585,-2393.891366990771
797.738,0.0766648,0.243958,-2390.508128085772
797.905,0.0301640,0.230885,-2387.122324111169
798.071,0.0293548,0.229703,-2383.735363829352
798.238,0.0517021,0.223140,-2380.345568175020
798.405,0.0734402,0.233474,-2376.954243642364
798.571,0.117523,0.237811,-2373.560357397434
798.738,0.160498,0.248222,-2370.164454689405
798.904,0.159787,0.247046,-2366.767339756836
799.071,0.224575,0.268419,-2363.367505921530
799.238,0.245517,0.268288,-2359.965544907824
799.404,0.266419,0.268340,-2356.561836961580
799.571,0.200704,0.245077,-2353.155786977764
799.738,0.200153,0.244053,-2349.747719645414
799.904,0.198742,0.242778,-2346.337311989068
800.071,0.197757,0.241759,-2342.925318505383
800.238,0.259930,0.261395,-2339.511738745269
800.404,0.297013,0.268674,-2336.095070207204
800.571,0.288153,0.258680,-2332.676919197256
800.738,0.303921,0.254801,-2329.256648007749
800.904,0.317619,0.259746,-2325.834092200947
801.071,0.274508,0.254852,-2322.409518882764
801.238,0.271461,0.272641,-2318.983043743485
801.404,0.320547,0.298383,-2315.554502225481
801.571,0.274835,0.305353,-2312.124688258100
801.738,0.220193,0.291108,-2308.691749138444
801.904,0.186273,0.264628,-2305.256888386337
802.071,0.196495,0.247313,-2301.820346589565
802.238,0.195197,0.229201,-2298.381956639950
802.404,0.205289,0.212094,-2294.940806665832
802.571,0.263697,0.217926,-2291.498813776444
802.738,0.230870,0.208428,-2288.054015519775
802.904,0.197897,0.199279,-2284.607415791559
803.071,0.180652,0.197964,-2281.158536239972
803.238,0.179677,0.197090,-2277.707376824043
803.404,0.131097,0.187624,-2274.255022788133
803.571,0.178277,0.203204,-2270.799696331938
803.738,0.224998,0.211241,-2267.342394646055
803.904,0.224159,0.210460,-2263.883598129071
804.071,0.223295,0.209721,-2260.422650008946
804.238,0.207410,0.201271,-2256.959640470693
804.404,0.191098,0.193117,-2253.494013697845
804.571,0.112895,0.180015,-2250.026707900852
804.738,0.0966349,0.171995,-2246.557655551000
804.904,0.0650931,0.163265,-2243.086407255623
805.071,0.126025,0.178956,-2239.613100878797
805.238,0.125341,0.178376,-2236.138388796773
805.404,0.170879,0.182361,-2232.660531652641
805.571,0.200384,0.189407,-2229.181487906597
805.737,0.199917,0.188755,-2225.699442265494
805.904,0.168649,0.180492,-2222.216286851196
806.071,0.137956,0.171806,-2218.730857868832
806.238,0.152209,0.178297,-2215.243192236022
806.404,0.136231,0.177170,-2211.754124991903
806.571,0.150725,0.177478,-2208.262532123535
806.738,0.150206,0.176986,-2204.768484447049
806.904,0.209159,0.192057,-2201.273473136346
807.071,0.164361,0.176458,-2197.775754600279
807.238,0.163671,0.175833,-2194.275798704686
807.404,0.221611,0.189812,-2190.774596899500
807.571,0.235638,0.196229,-2187.270786768181
807.738,0.176536,0.180361,-2183.765078506945
807.904,0.248789,0.201964,-2180.257819458082
808.071,0.351481,0.229134,-2176.747106007158
808.238,0.302945,0.222013,-2173.235247898803
808.404,0.262708,0.212641,-2169.722086662107
808.571,0.301697,0.227966,-2166.205474769092
808.738,0.285885,0.229749,-2162.688213834080
808.904,0.248484,0.220138,-2159.168190175299
809.071,0.300712,0.236825,-2155.646831454934
809.238,0.339522,0.244947,-2152.122493701229
809.404,0.328603,0.236666,-2148.596383160670
809.571,0.342219,0.233580,-2145.068417008327
809.738,0.302802,0.221374,-2141.538159682742
809.904,0.281094,0.209569,-2138.006618269681
810.071,0.266357,0.202401,-2134.472076936825
810.238,0.279618,0.208504,-2130.935929112703
810.404,0.236732,0.194296,-2127.398200512273
810.571,0.249379,0.193951,-2123.857794437312
810.738,0.234400,0.186822,-2120.315977907050
810.904,0.247606,0.192938,-2116.771460574605
811.071,0.260673,0.192842,-2113.225823356785
811.238,0.260194,0.192551,-2109.677440216613
811.404,0.218012,0.184827,-2106.127037685353
811.571,0.217180,0.184324,-2102.574593386492
811.738,0.243745,0.190753,-2099.020348211642
811.905,0.256484,0.196644,-2095.464700262603
812.071,0.296629,0.209349,-2091.906373525200
812.238,0.268984,0.201731,-2088.345767810903
812.405,0.254707,0.200860,-2084.783582052726
812.571,0.294070,0.207133,-2081.219796521612
812.738,0.279744,0.200264,-2077.653313362011
812.905,0.265486,0.193520,-2074.085469713395
813.071,0.278611,0.193876,-2070.515351012251
813.238,0.264788,0.187087,-2066.942552531931
813.405,0.223664,0.179744,-2063.368344304431
813.571,0.196581,0.172655,-2059.791944942678
813.738,0.182737,0.171828,-2056.213666406077
813.905,0.221949,0.184408,-2052.633193888955
814.071,0.300548,0.203643,-2049.051551470003
814.238,0.312916,0.203399,-2045.466758971331
814.405,0.351885,0.215879,-2041.880373193301
814.572,0.377571,0.221981,-2038.292201074760
814.738,0.376843,0.221481,-2034.701528967208
814.905,0.375653,0.220936,-2031.109510890852
815.072,0.405933,0.224059,-2027.515018906329
815.238,0.338723,0.192070,-2023.918715053472
815.405,0.333709,0.188958,-2020.320379810440
815.572,0.423694,0.201675,-2016.720013404528
815.738,0.487365,0.207843,-2013.117395593130
815.905,0.494332,0.210241,-2009.513180407629
816.072,0.624257,0.257399,-2005.907175563103
816.238,0.610214,0.262091,-2002.298478650110
816.405,0.523806,0.251913,-1998.688194469458
816.572,0.456934,0.249497,-1995.075653153428
816.738,0.441531,0.253647,-1991.461541404930
816.905,0.397657,0.248119,-1987.845180296185
817.072,0.451523,0.256485,-1984.226558505074
817.239,0.434813,0.255424,-1980.606138396046
817.405,0.354089,0.238214,-1976.983929138213
817.572,0.416617,0.245969,-1973.359231524144
817.739,0.399892,0.237833,-1969.732970544131
817.905,0.367185,0.229424,-1966.104675361214
818.072,0.382416,0.229505,-1962.474581373088
818.239,0.460987,0.245620,-1958.842017671266
818.405,0.380595,0.236452,-1955.207655005162
818.572,0.442618,0.251544,-1951.571493103398
818.739,0.520200,0.266764,-1947.932862229477
818.906,0.582013,0.281778,-1944.293320909131
819.072,0.553867,0.264119,-1940.650648876675
819.239,0.531216,0.246583,-1937.006177427178
819.406,0.492443,0.226287,-1933.360573577266
819.572,0.468935,0.211004,-1929.711839813928
819.739,0.481633,0.196031,-1926.061308591079
819.906,0.511648,0.200882,-1922.409422186633
820.073,0.592789,0.211089,-1918.755073205793
820.239,0.581616,0.210535,-1915.098925073968
820.406,0.672025,0.220352,-1911.440764939412
820.573,0.609565,0.214587,-1907.780802950366
820.739,0.588178,0.213880,-1904.118387593272
820.906,0.505705,0.203068,-1900.454165129178
821.073,0.575681,0.212912,-1896.788159038542
821.239,0.412197,0.191877,-1893.120354507265
821.406,0.391275,0.186545,-1889.449651701519
821.573,0.390542,0.186220,-1885.777811787941
821.739,0.450200,0.196015,-1882.103742239610
821.906,0.438742,0.190871,-1878.427651789003
822.073,0.448237,0.190758,-1874.749985348636
822.240,0.467650,0.195402,-1871.070091533206
822.406,0.546670,0.205173,-1867.387739367789
822.573,0.565492,0.205034,-1863.704035707933
822.740,0.533383,0.206740,-1860.017772659038
822.906,0.534000,0.212605,-1856.329388096856
823.073,0.561852,0.219680,-1852.639652112460
823.240,0.498057,0.216492,-1848.947683412774
823.407,0.418948,0.211965,-1845.253905075854
823.573,0.441388,0.217384,-1841.557917410702
823.740,0.499386,0.223342,-1837.860034323345
823.907,0.489585,0.215867,-1834.160563332663
824.073,0.560230,0.218300,-1830.458330408575
824.240,0.558492,0.212087,-1826.754509453633
824.407,0.554569,0.203758,-1823.048808453247
824.574,0.562393,0.200980,-1819.341518262084
824.740,0.522563,0.195607,-1815.631662623397
824.907,0.404501,0.180351,-1811.919721777379
825.074,0.442718,0.185044,-1808.206207635009
825.240,0.402846,0.179762,-1804.490449271169
825.407,0.401749,0.179479,-1800.773022107685
825.574,0.401186,0.179219,-1797.053274360002
825.741,0.468153,0.188789,-1793.331599799011
825.907,0.428817,0.183468,-1789.608389016443
826.074,0.533696,0.197540,-1785.882728242617
826.241,0.542220,0.197254,-1782.155047523578
826.407,0.570461,0.201803,-1778.425813744996
826.574,0.598197,0.206159,-1774.694264412074
826.741,0.712295,0.220444,-1770.961324618227
826.908,0.720325,0.220081,-1767.225979568865
827.074,0.700243,0.219550,-1763.488501512594
827.241,0.870472,0.238369,-1759.749361496639
827.408,0.878806,0.238106,-1756.007798227481
827.574,0.830080,0.232954,-1752.265177023843
827.741,0.743381,0.223079,-1748.519508059515
827.908,0.751843,0.222831,-1744.772467814593
828.075,0.608447,0.208131,-1741.023232821057
828.241,0.541333,0.198374,-1737.272599141985
828.408,0.530868,0.197981,-1733.519486093168
828.575,0.529887,0.197574,-1729.764326208778
828.741,0.594379,0.206588,-1726.007172238009
828.908,0.574748,0.201764,-1722.248361282385
829.075,0.648698,0.210947,-1718.487782515627
829.242,0.646861,0.216228,-1714.724620910451
829.408,0.637306,0.222487,-1710.959719980984
829.575,0.538861,0.219022,-1707.193023899845
829.742,0.534040,0.229457,-1703.424307272674
829.909,0.505788,0.237598,-1699.653772276154
830.075,0.435063,0.230166,-1695.881380618090
830.242,0.451035,0.244509,-1692.106610382077
830.409,0.462539,0.258595,-1688.329964457003
